sketch_id,drawing_category,age,n
117-010.png,Chair,9,10
117-011.png,Bird,9,10
117-012.png,Tree,9,10
117-013.png,Hat,9,10
117-014.png,House,9,12
117-015.png,Airplane,9,11
117-016.png,Bicycle,9,11
118-005.png,Cat,9,12
118-006.png,Chair,9,12
118-007.png,Bicycle,9,10
118-008.png,Bird,9,11
118-009.png,Car,9,11
118-010.png,Airplane,9,10
118-011.png,House,9,11
118-012.png,Rabbit,9,11
118-013.png,Tree,9,12
118-014.png,Watch,9,12
118-015.png,Cup,9,11
118-016.png,Hat,9,10
119-005.png,Bird,9,10
119-006.png,Cup,9,12
119-007.png,Hat,9,10
119-008.png,Rabbit,9,11
119-009.png,Bicycle,9,12
119-010.png,Car,9,12
119-011.png,Cat,9,12
119-012.png,Airplane,9,11
119-013.png,Chair,9,12
119-014.png,Tree,9,10
119-015.png,Watch,9,12
119-016.png,House,9,12
12-005.png,Cup,4,11
12-006.png,Watch,4,11
12-007.png,Bicycle,4,10
12-008.png,Airplane,4,10
12-009.png,Bird,4,11
12-010.png,Car,4,10
12-011.png,Cat,4,11
12-012.png,Chair,4,11
12-013.png,Hat,4,12
12-014.png,House,4,10
12-015.png,Rabbit,4,12
12-016.png,Tree,4,12
120-005.png,Airplane,9,10
120-006.png,Cup,9,11
120-007.png,Hat,9,10
120-008.png,Car,9,11
120-009.png,Bird,9,11
120-010.png,Bicycle,9,12
120-011.png,House,9,11
120-012.png,Rabbit,9,10
120-013.png,Tree,9,12
120-014.png,Watch,9,11
120-015.png,Cat,9,11
120-016.png,Chair,9,11
13-005.png,Watch,4,12
13-006.png,Airplane,4,10
13-007.png,Rabbit,4,11
13-008.png,Hat,4,11
13-009.png,Bird,4,10
13-010.png,Bicycle,4,12
13-011.png,Car,4,11
13-012.png,Chair,4,10
13-013.png,Cat,4,11
13-014.png,Cup,4,11
13-015.png,House,4,10
13-016.png,Tree,4,11
14-005.png,Hat,4,11
14-006.png,Rabbit,4,11
14-007.png,Tree,4,11
14-008.png,Watch,4,12
14-009.png,Chair,4,11
14-010.png,Car,4,11
14-011.png,Bicycle,4,10
14-012.png,Airplane,4,10
14-013.png,Bird,4,13
14-014.png,Cat,4,10
14-015.png,Cup,4,10
14-016.png,House,4,10
15-005.png,House,4,11
15-006.png,Rabbit,4,11
15-007.png,Tree,4,11
15-008.png,Watch,4,11
15-009.png,Chair,4,12
15-010.png,Bird,4,10
15-011.png,Airplane,4,10
15-012.png,Bicycle,4,12
15-013.png,Car,4,10
15-014.png,Cat,4,11
15-015.png,Cup,4,11
15-016.png,Hat,4,10
16-005.png,Cup,4,10
16-006.png,Car,4,11
16-007.png,Cat,4,12
16-008.png,Chair,4,11
16-009.png,Watch,4,10
16-010.png,Airplane,4,10
16-011.png,Bicycle,4,11
16-012.png,Bird,4,11
16-013.png,Hat,4,12
16-014.png,House,4,14
16-015.png,Tree,4,11
16-016.png,Rabbit,4,11
17-005.png,Airplane,4,10
17-006.png,Bicycle,4,10
17-007.png,Bird,4,10
17-008.png,Chair,4,10
17-009.png,Rabbit,4,10
17-010.png,Tree,4,10
17-011.png,Watch,4,12
17-012.png,Car,4,11
17-013.png,Cat,4,11
17-014.png,Cup,4,11
17-015.png,Hat,4,11
17-016.png,House,4,12
18-005.png,House,4,11
18-006.png,Rabbit,4,10
18-007.png,Hat,4,11
18-008.png,Watch,4,11
18-009.png,Car,4,11
18-010.png,Cat,4,11
18-011.png,Airplane,4,12
18-012.png,Bicycle,4,11
18-013.png,Bird,4,12
18-014.png,Chair,4,12
18-015.png,Cup,4,10
18-016.png,Tree,4,12
19-005.png,Hat,4,10
19-006.png,House,4,10
19-007.png,Rabbit,4,11
19-008.png,Tree,4,11
19-009.png,Watch,4,12
19-010.png,Chair,4,11
19-011.png,Cup,4,11
19-012.png,Bird,4,13
19-013.png,Airplane,4,10
19-014.png,Bicycle,4,11
19-015.png,Car,4,11
19-016.png,Cat,4,11
2-005.png,Chair,4,13
2-006.png,Hat,4,11
2-007.png,Cup,4,12
2-008.png,House,4,14
2-009.png,Tree,4,12
2-010.png,Rabbit,4,10
2-011.png,Watch,4,11
2-012.png,Bicycle,4,11
2-013.png,Airplane,4,11
2-014.png,Bird,4,12
2-015.png,Cat,4,11
2-016.png,Car,4,13
20-005.png,Bird,4,12
20-006.png,Hat,4,12
20-007.png,Car,4,13
20-008.png,Cat,4,11
20-009.png,Cup,4,11
20-010.png,House,4,13
20-011.png,Rabbit,4,11
20-012.png,Tree,4,11
20-013.png,Chair,4,14
20-014.png,Watch,4,12
20-015.png,Bicycle,4,12
20-016.png,Airplane,4,12
21-005.png,Cat,5,10
21-006.png,Chair,5,14
21-007.png,Cup,5,11
21-008.png,Hat,5,11
21-009.png,Watch,5,10
21-010.png,House,5,11
21-011.png,Rabbit,5,11
21-012.png,Airplane,5,12
21-013.png,Bird,5,12
21-014.png,Car,5,12
21-015.png,Tree,5,14
21-016.png,Bicycle,5,11
22-005.png,Cat,5,14
22-006.png,Chair,5,11
22-007.png,Bicycle,5,12
22-008.png,Hat,5,12
22-009.png,Car,5,12
22-010.png,Watch,5,12
22-011.png,Bird,5,12
22-012.png,Airplane,5,12
22-013.png,House,5,10
22-014.png,Tree,5,11
22-015.png,Cup,5,14
22-016.png,Rabbit,5,12
23-005.png,Chair,5,13
23-006.png,Cat,5,12
23-007.png,Watch,5,12
23-008.png,Rabbit,5,11
23-009.png,Tree,5,12
23-010.png,Bird,5,13
23-011.png,Car,5,11
23-012.png,Airplane,5,13
23-013.png,Cup,5,13
23-014.png,Hat,5,13
23-015.png,House,5,13
23-016.png,Bicycle,5,11
24-005.png,Car,5,11
24-006.png,Chair,5,12
24-007.png,Cat,5,13
24-008.png,Airplane,5,11
24-009.png,Bird,5,16
24-010.png,Bicycle,5,11
24-011.png,Rabbit,5,11
24-012.png,Watch,5,11
24-013.png,Tree,5,13
24-014.png,Cup,5,12
24-015.png,House,5,12
24-016.png,Hat,5,14
25-005.png,Bicycle,5,15
25-006.png,Airplane,5,10
25-007.png,Car,5,12
25-008.png,Bird,5,14
25-009.png,Chair,5,11
25-010.png,Cat,5,12
25-011.png,Hat,5,12
25-012.png,Cup,5,13
25-013.png,Rabbit,5,10
25-014.png,House,5,12
25-015.png,Watch,5,11
25-016.png,Tree,5,11
26-005.png,Bicycle,5,11
26-006.png,Airplane,5,12
26-007.png,Car,5,11
26-008.png,Bird,5,12
26-009.png,Chair,5,12
26-010.png,Cat,5,15
26-011.png,Hat,5,11
26-012.png,Cup,5,11
26-013.png,Rabbit,5,11
26-014.png,House,5,11
26-015.png,Watch,5,11
26-016.png,Tree,5,11
27-005.png,Airplane,5,12
27-006.png,Bicycle,5,10
27-007.png,Bird,5,11
27-008.png,Cat,5,11
27-009.png,House,5,10
27-010.png,Rabbit,5,11
27-011.png,Chair,5,11
27-012.png,Tree,5,10
27-013.png,Watch,5,11
27-014.png,Cup,5,12
27-015.png,Hat,5,14
27-016.png,Car,5,11
28-005.png,Bicycle,5,11
28-006.png,Airplane,5,14
28-007.png,Car,5,11
28-008.png,Cat,5,10
28-009.png,Chair,5,15
28-010.png,Cup,5,11
28-011.png,Hat,5,11
28-012.png,House,5,10
28-013.png,Rabbit,5,12
28-014.png,Watch,5,10
28-015.png,Tree,5,13
28-016.png,Bird,5,10
29-005.png,Bicycle,5,12
29-006.png,Bird,5,11
29-007.png,Car,5,10
29-008.png,Cat,5,10
29-009.png,Chair,5,12
29-010.png,Cup,5,11
29-011.png,House,5,13
29-012.png,Watch,5,12
29-013.png,Rabbit,5,11
29-014.png,Tree,5,10
29-015.png,Hat,5,11
29-016.png,Airplane,5,11
3-005.png,Airplane,4,10
3-006.png,Bicycle,4,13
3-007.png,Bird,4,11
3-008.png,Car,4,10
3-009.png,Cat,4,13
3-010.png,Chair,4,12
3-011.png,Cup,4,11
3-012.png,Hat,4,13
3-013.png,House,4,11
3-014.png,Rabbit,4,12
3-015.png,Tree,4,11
3-016.png,Watch,4,11
30-005.png,Airplane,5,11
30-006.png,Bicycle,5,12
30-007.png,Bird,5,10
30-008.png,Car,5,11
30-009.png,Cat,5,14
30-010.png,Chair,5,13
30-011.png,Cup,5,10
30-012.png,Hat,5,11
30-013.png,House,5,11
30-014.png,Rabbit,5,10
30-015.png,Tree,5,11
30-016.png,Watch,5,11
31-005.png,Airplane,5,11
31-006.png,Bicycle,5,11
31-007.png,Bird,5,10
31-008.png,Car,5,12
31-009.png,Cat,5,10
31-010.png,Chair,5,11
31-011.png,Cup,5,11
31-012.png,Hat,5,10
31-013.png,House,5,12
31-014.png,Rabbit,5,11
31-015.png,Tree,5,13
31-016.png,Watch,5,11
32-005.png,Rabbit,5,10
32-006.png,House,5,14
32-007.png,Watch,5,10
32-008.png,Tree,5,11
32-009.png,Bicycle,5,11
32-010.png,Airplane,5,10
32-011.png,Car,5,11
32-012.png,Bird,5,11
32-013.png,Chair,5,11
32-014.png,Cat,5,10
32-015.png,Hat,5,12
32-016.png,Cup,5,11
33-005.png,Airplane,5,11
33-006.png,Bicycle,5,11
33-007.png,Bird,5,11
33-008.png,House,5,12
33-009.png,Car,5,11
33-010.png,Rabbit,5,11
33-011.png,Tree,5,11
33-012.png,Cat,5,12
33-013.png,Chair,5,10
33-014.png,Cup,5,11
33-015.png,Hat,5,10
33-016.png,Watch,5,12
34-005.png,Cup,5,11
34-006.png,House,5,11
34-007.png,Hat,5,12
34-008.png,Rabbit,5,13
34-009.png,Watch,5,14
34-010.png,Tree,5,12
34-011.png,Airplane,5,14
34-012.png,Bird,5,11
34-013.png,Bicycle,5,12
34-014.png,Chair,5,10
34-015.png,Car,5,14
34-016.png,Cat,5,13
35-005.png,Bird,5,11
35-006.png,Airplane,5,12
35-007.png,Chair,5,10
35-008.png,Bicycle,5,11
35-009.png,Car,5,10
35-010.png,Cup,5,11
35-011.png,House,5,10
35-012.png,Cat,5,11
35-013.png,Hat,5,10
35-014.png,Watch,5,12
35-015.png,Tree,5,10
35-016.png,Rabbit,5,15
36-005.png,Rabbit,5,12
36-006.png,Tree,5,11
36-007.png,Watch,5,11
36-008.png,Cup,5,10
36-009.png,Hat,5,10
36-010.png,House,5,11
36-011.png,Car,5,12
36-012.png,Cat,5,10
36-013.png,Chair,5,10
36-014.png,Airplane,5,10
36-015.png,Bicycle,5,12
36-016.png,Bird,5,10
37-005.png,Watch,5,10
37-006.png,Bird,5,10
37-007.png,Car,5,10
37-008.png,Airplane,5,11
37-009.png,Bicycle,5,11
37-010.png,Cup,5,11
37-011.png,Hat,5,10
37-012.png,Cat,5,10
37-013.png,Chair,5,10
37-014.png,House,5,12
37-015.png,Rabbit,5,11
37-016.png,Tree,5,11
38-005.png,Car,5,12
38-006.png,Cat,5,10
38-007.png,Chair,5,11
38-008.png,House,5,12
38-009.png,Rabbit,5,11
38-010.png,Cup,5,11
38-011.png,Hat,5,11
38-012.png,Tree,5,10
38-013.png,Watch,5,12
38-014.png,Airplane,5,10
38-015.png,Bicycle,5,12
38-016.png,Bird,5,11
39-005.png,House,5,11
39-006.png,Car,5,12
39-007.png,Cat,5,10
39-008.png,Airplane,5,10
39-009.png,Bicycle,5,11
39-010.png,Chair,5,10
39-011.png,Cup,5,11
39-012.png,Rabbit,5,12
39-013.png,Tree,5,12
39-014.png,Watch,5,11
39-015.png,Bird,5,11
39-016.png,Hat,5,11
4-005.png,Bird,4,13
4-006.png,Airplane,4,12
4-007.png,Bicycle,4,13
4-008.png,Car,4,12
4-009.png,Chair,4,14
4-010.png,Cat,4,11
4-011.png,Cup,4,16
4-012.png,House,4,14
4-013.png,Hat,4,12
4-014.png,Tree,4,11
4-015.png,Rabbit,4,11
4-016.png,Watch,4,12
40-005.png,Car,5,12
40-006.png,Bicycle,5,10
40-007.png,Bird,5,11
40-008.png,Chair,5,11
40-009.png,Cat,5,11
40-010.png,Cup,5,12
40-011.png,House,5,10
40-012.png,Airplane,5,11
40-013.png,Hat,5,12
40-014.png,Tree,5,11
40-015.png,Watch,5,14
40-016.png,Rabbit,5,12
41-005.png,Airplane,6,10
41-006.png,Chair,6,11
41-007.png,Cup,6,11
41-008.png,Bird,6,11
41-009.png,Bicycle,6,11
41-010.png,Car,6,10
41-011.png,Cat,6,11
41-012.png,Rabbit,6,12
41-013.png,Tree,6,12
41-014.png,Watch,6,11
41-015.png,House,6,11
41-016.png,Hat,6,11
42-005.png,Bird,6,11
42-006.png,Car,6,12
42-007.png,Chair,6,12
42-008.png,Cat,6,12
42-009.png,Bicycle,6,10
42-010.png,Rabbit,6,12
42-011.png,Tree,6,12
42-012.png,Hat,6,10
42-013.png,House,6,10
42-014.png,Cup,6,12
42-015.png,Watch,6,11
42-016.png,Airplane,6,12
43-005.png,Airplane,6,10
43-006.png,Hat,6,12
43-007.png,Bicycle,6,12
43-008.png,Watch,6,12
43-009.png,Bird,6,12
43-010.png,Cat,6,12
43-011.png,Chair,6,11
43-012.png,Tree,6,11
43-013.png,Cup,6,11
43-014.png,House,6,10
43-015.png,Rabbit,6,11
43-016.png,Car,6,11
44-005.png,Tree,6,11
44-006.png,Watch,6,10
44-007.png,Bicycle,6,10
44-008.png,Airplane,6,11
44-009.png,House,6,11
44-010.png,Bird,6,12
44-011.png,Car,6,11
44-012.png,Cup,6,11
44-013.png,Chair,6,11
44-014.png,Cat,6,11
44-015.png,Hat,6,11
44-016.png,Rabbit,6,12
45-005.png,Car,6,11
45-006.png,Cat,6,10
45-007.png,Chair,6,12
45-008.png,Cup,6,10
45-009.png,Hat,6,11
45-010.png,House,6,12
45-011.png,Rabbit,6,11
45-012.png,Tree,6,10
45-013.png,Watch,6,12
45-014.png,Airplane,6,11
45-015.png,Bicycle,6,11
45-016.png,Bird,6,10
46-005.png,Tree,6,11
46-006.png,Airplane,6,12
46-007.png,Bicycle,6,11
46-008.png,Bird,6,10
46-009.png,Car,6,11
46-010.png,Cat,6,10
46-011.png,Watch,6,13
46-012.png,Chair,6,11
46-013.png,Cup,6,11
46-014.png,Hat,6,12
46-015.png,House,6,11
46-016.png,Rabbit,6,11
47-005.png,Bird,6,11
47-006.png,Car,6,11
47-007.png,House,6,10
47-008.png,Cat,6,11
47-009.png,Bicycle,6,12
47-010.png,Rabbit,6,11
47-011.png,Tree,6,10
47-012.png,Watch,6,11
47-013.png,Chair,6,12
47-014.png,Cup,6,11
47-015.png,Hat,6,10
47-016.png,Airplane,6,11
48-005.png,Car,6,14
48-006.png,Tree,6,11
48-007.png,Chair,6,10
48-008.png,Bird,6,12
48-009.png,Airplane,6,10
48-010.png,Bicycle,6,10
48-011.png,Cat,6,10
48-012.png,Watch,6,13
48-013.png,House,6,10
48-014.png,Rabbit,6,10
48-015.png,Cup,6,12
48-016.png,Hat,6,10
49-005.png,Chair,6,12
49-006.png,Hat,6,12
49-007.png,House,6,11
49-008.png,Bird,6,11
49-009.png,Car,6,11
49-010.png,Cat,6,11
49-011.png,Airplane,6,11
49-012.png,Bicycle,6,10
49-013.png,Cup,6,11
49-014.png,Tree,6,12
49-015.png,Watch,6,11
49-016.png,Rabbit,6,12
5-005.png,Rabbit,4,14
5-006.png,Car,4,13
5-007.png,Hat,4,10
5-008.png,Tree,4,14
5-009.png,Watch,4,11
5-010.png,Airplane,4,11
5-011.png,Cat,4,11
5-012.png,Cup,4,11
5-013.png,House,4,11
5-014.png,Chair,4,11
5-015.png,Bicycle,4,13
5-016.png,Bird,4,12
50-005.png,Airplane,6,10
50-006.png,Bicycle,6,12
50-007.png,House,6,11
50-008.png,Rabbit,6,11
50-009.png,Tree,6,12
50-010.png,Watch,6,11
50-011.png,Cup,6,11
50-012.png,Hat,6,11
50-013.png,Bird,6,10
50-014.png,Chair,6,10
50-015.png,Car,6,12
50-016.png,Cat,6,12
51-005.png,House,6,11
51-006.png,Airplane,6,10
51-007.png,Bicycle,6,11
51-008.png,Bird,6,11
51-009.png,Chair,6,14
51-010.png,Cup,6,10
51-011.png,Hat,6,11
51-012.png,Rabbit,6,11
51-013.png,Tree,6,11
51-014.png,Watch,6,10
51-015.png,Car,6,12
51-016.png,Cat,6,13
52-005.png,Bicycle,6,11
52-006.png,Car,6,12
52-007.png,Bird,6,12
52-008.png,Cup,6,13
52-009.png,Hat,6,15
52-010.png,House,6,15
52-011.png,Rabbit,6,11
52-012.png,Tree,6,12
52-013.png,Watch,6,14
52-014.png,Cat,6,11
52-015.png,Airplane,6,12
52-016.png,Chair,6,11
53-005.png,Bird,6,11
53-006.png,Car,6,10
53-007.png,Cat,6,10
53-008.png,Chair,6,12
53-009.png,Airplane,6,13
53-010.png,Bicycle,6,12
53-011.png,Rabbit,6,11
53-012.png,Tree,6,11
53-013.png,Cup,6,11
53-014.png,Hat,6,11
53-015.png,House,6,11
53-016.png,Watch,6,11
54-005.png,Car,6,12
54-006.png,Cat,6,11
54-007.png,Chair,6,11
54-008.png,Airplane,6,11
54-009.png,Bicycle,6,11
54-010.png,Bird,6,12
54-011.png,Tree,6,11
54-012.png,Watch,6,14
54-013.png,Cup,6,11
54-014.png,Hat,6,10
54-015.png,House,6,11
54-016.png,Rabbit,6,11
55-005.png,Hat,6,11
55-006.png,Bicycle,6,13
55-007.png,Bird,6,11
55-008.png,Rabbit,6,12
55-009.png,Tree,6,11
55-010.png,Watch,6,11
55-011.png,Car,6,11
55-012.png,Cat,6,11
55-013.png,Chair,6,13
55-014.png,Airplane,6,12
55-015.png,Cup,6,10
55-016.png,House,6,11
56-005.png,Watch,6,10
56-006.png,Tree,6,11
56-007.png,Bicycle,6,11
56-008.png,Bird,6,12
56-009.png,Airplane,6,10
56-010.png,Chair,6,11
56-011.png,Cup,6,11
56-012.png,Car,6,11
56-013.png,Cat,6,13
56-014.png,Hat,6,12
56-015.png,House,6,12
56-016.png,Rabbit,6,12
57-005.png,Tree,6,14
57-006.png,Watch,6,10
57-007.png,Hat,6,12
57-008.png,Cat,6,11
57-009.png,Chair,6,10
57-010.png,Cup,6,14
57-011.png,Bicycle,6,12
57-012.png,Bird,6,11
57-013.png,Car,6,11
57-014.png,Airplane,6,12
57-015.png,House,6,13
57-016.png,Rabbit,6,13
58-005.png,House,6,14
58-006.png,Tree,6,12
58-007.png,Rabbit,6,11
58-008.png,Chair,6,10
58-009.png,Cat,6,12
58-010.png,Car,6,12
58-011.png,Cup,6,12
58-012.png,Hat,6,11
58-013.png,Airplane,6,13
58-014.png,Bicycle,6,11
58-015.png,Bird,6,12
58-016.png,Watch,6,11
59-005.png,Tree,6,12
59-006.png,Rabbit,6,12
59-007.png,Chair,6,13
59-008.png,Cat,6,12
59-009.png,Bird,6,12
59-010.png,Car,6,12
59-011.png,Airplane,6,16
59-012.png,Bicycle,6,12
59-013.png,House,6,11
59-014.png,Watch,6,11
59-015.png,Cup,6,12
59-016.png,Hat,6,11
6-005.png,Hat,4,11
6-006.png,House,4,11
6-007.png,Airplane,4,12
6-008.png,Rabbit,4,11
6-009.png,Bird,4,11
6-010.png,Car,4,10
6-011.png,Cat,4,11
6-012.png,Chair,4,10
6-013.png,Cup,4,11
6-014.png,Tree,4,11
6-015.png,Watch,4,11
6-016.png,Bicycle,4,10
60-005.png,Hat,6,14
60-006.png,House,6,12
60-007.png,Cup,6,13
60-008.png,Rabbit,6,11
60-009.png,Tree,6,11
60-010.png,Watch,6,11
60-011.png,Chair,6,11
60-012.png,Car,6,11
60-013.png,Cat,6,14
60-014.png,Bird,6,14
60-015.png,Bicycle,6,15
60-016.png,Airplane,6,11
61-005.png,Bicycle,7,11
61-006.png,Bird,7,11
61-007.png,Hat,7,10
61-008.png,House,7,11
61-009.png,Rabbit,7,11
61-010.png,Tree,7,12
61-011.png,Watch,7,10
61-012.png,Car,7,12
61-013.png,Cat,7,11
61-014.png,Airplane,7,11
61-015.png,Chair,7,11
61-016.png,Cup,7,12
62-005.png,Watch,7,13
62-006.png,Rabbit,7,12
62-007.png,Car,7,10
62-008.png,Bicycle,7,10
62-009.png,Airplane,7,11
62-010.png,Bird,7,11
62-011.png,Cat,7,13
62-012.png,Cup,7,11
62-013.png,Chair,7,11
62-014.png,House,7,11
62-015.png,Hat,7,11
62-016.png,Tree,7,10
63-005.png,Watch,7,10
63-006.png,House,7,11
63-007.png,Car,7,11
63-008.png,Cat,7,11
63-009.png,Airplane,7,13
63-010.png,Rabbit,7,13
63-011.png,Bird,7,10
63-012.png,Bicycle,7,11
63-013.png,Chair,7,13
63-014.png,Hat,7,10
63-015.png,Cup,7,11
63-016.png,Tree,7,12
64-005.png,Bird,7,11
64-006.png,Cat,7,12
64-007.png,Rabbit,7,12
64-008.png,House,7,14
64-009.png,Watch,7,11
64-010.png,Tree,7,10
64-011.png,Cup,7,11
64-012.png,Chair,7,11
64-013.png,Hat,7,11
64-014.png,Car,7,11
64-015.png,Bicycle,7,11
64-016.png,Airplane,7,15
65-005.png,Bird,7,11
