prolific_pid,drawing_category,response,sketch_id,age,correct,child_id
55b9a9b0fdf99b6906d2aba4,Cat,Airplane,29-008.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Chair,Car,9-007.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Cat,Bird,96-012.png,8,FALSE,96
55b9a9b0fdf99b6906d2aba4,Cat,Cat,71-016.png,7,TRUE,71
55b9a9b0fdf99b6906d2aba4,Cup,Cup,96-010.png,8,TRUE,96
55b9a9b0fdf99b6906d2aba4,Bird,Rabbit,30-007.png,5,FALSE,30
55b9a9b0fdf99b6906d2aba4,Bird,Cat,10-014.png,4,FALSE,10
55b9a9b0fdf99b6906d2aba4,Airplane,Tree,31-005.png,5,FALSE,31
55b9a9b0fdf99b6906d2aba4,Tree,Tree,96-005.png,8,TRUE,96
55b9a9b0fdf99b6906d2aba4,Bird,Airplane,54-010.png,6,FALSE,54
55b9a9b0fdf99b6906d2aba4,Tree,House,9-016.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Cat,Cat,54-006.png,6,TRUE,54
55b9a9b0fdf99b6906d2aba4,Airplane,Bird,55-014.png,6,FALSE,55
55b9a9b0fdf99b6906d2aba4,Chair,Bird,29-009.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Bird,Airplane,97-007.png,8,FALSE,97
55b9a9b0fdf99b6906d2aba4,Bicycle,Bicycle,98-006.png,8,TRUE,98
55b9a9b0fdf99b6906d2aba4,House,House,97-011.png,8,TRUE,97
55b9a9b0fdf99b6906d2aba4,Rabbit,Bird,29-013.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Rabbit,House,9-014.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Rabbit,Cat,96-006.png,8,FALSE,96
55b9a9b0fdf99b6906d2aba4,Watch,Watch,70-016.png,7,TRUE,70
55b9a9b0fdf99b6906d2aba4,Car,Hat,9-010.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Airplane,Tree,11-010.png,4,FALSE,11
55b9a9b0fdf99b6906d2aba4,Bicycle,Tree,11-009.png,4,FALSE,11
55b9a9b0fdf99b6906d2aba4,Car,Car,54-005.png,6,TRUE,54
55b9a9b0fdf99b6906d2aba4,Cat,Cat,10-008.png,4,TRUE,10
55b9a9b0fdf99b6906d2aba4,Airplane,Cat,72-005.png,7,FALSE,72
55b9a9b0fdf99b6906d2aba4,Chair,Chair,71-011.png,7,TRUE,71
55b9a9b0fdf99b6906d2aba4,Tree,Airplane,53-012.png,6,FALSE,53
55b9a9b0fdf99b6906d2aba4,Chair,Chair,96-011.png,8,TRUE,96
55b9a9b0fdf99b6906d2aba4,Airplane,House,98-016.png,8,FALSE,98
55b9a9b0fdf99b6906d2aba4,Car,Car,97-014.png,8,TRUE,97
55b9a9b0fdf99b6906d2aba4,Watch,Tree,53-016.png,6,FALSE,53
55b9a9b0fdf99b6906d2aba4,Rabbit,Bird,53-011.png,6,FALSE,53
55b9a9b0fdf99b6906d2aba4,Hat,Hat,111-013.png,9,TRUE,111
55b9a9b0fdf99b6906d2aba4,Hat,House,96-008.png,8,FALSE,96
55b9a9b0fdf99b6906d2aba4,Bird,Bird,111-007.png,9,TRUE,111
55b9a9b0fdf99b6906d2aba4,House,House,111-014.png,9,TRUE,111
55b9a9b0fdf99b6906d2aba4,House,Hat,9-015.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Watch,Bird,29-012.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Watch,Watch,96-016.png,8,TRUE,96
55b9a9b0fdf99b6906d2aba4,Car,Tree,71-009.png,7,FALSE,71
55b9a9b0fdf99b6906d2aba4,Hat,Cup,70-014.png,7,FALSE,70
55b9a9b0fdf99b6906d2aba4,Bicycle,Bicycle,31-006.png,5,TRUE,31
55b9a9b0fdf99b6906d2aba4,Hat,Bird,53-014.png,6,FALSE,53
55b9a9b0fdf99b6906d2aba4,Hat,Bird,9-006.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Cup,Bicycle,29-010.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Hat,Chair,29-015.png,5,FALSE,29
55b9a9b0fdf99b6906d2aba4,Car,Chair,30-008.png,5,FALSE,30
55b9a9b0fdf99b6906d2aba4,Cup,Cup,110-013.png,9,TRUE,110
55b9a9b0fdf99b6906d2aba4,Airplane,Airplane,112-015.png,9,TRUE,112
55b9a9b0fdf99b6906d2aba4,Car,Car,110-010.png,9,TRUE,110
55b9a9b0fdf99b6906d2aba4,Rabbit,Cat,70-006.png,7,FALSE,70
55b9a9b0fdf99b6906d2aba4,Chair,Chair,110-012.png,9,TRUE,110
55b9a9b0fdf99b6906d2aba4,Cup,House,9-013.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,House,House,53-015.png,6,TRUE,53
55b9a9b0fdf99b6906d2aba4,Bicycle,House,71-013.png,7,FALSE,71
55b9a9b0fdf99b6906d2aba4,Watch,Cat,9-005.png,4,FALSE,9
55b9a9b0fdf99b6906d2aba4,Chair,Chair,53-008.png,6,TRUE,53
55b9a9b0fdf99b6906d2aba4,Watch,Watch,110-005.png,9,TRUE,110
55b9a9b0fdf99b6906d2aba4,Cup,Cup,70-007.png,7,TRUE,70
55b9a9b0fdf99b6906d2aba4,Bicycle,Bicycle,55-006.png,6,TRUE,55
55b9a9b0fdf99b6906d2aba4,Cup,Bird,53-013.png,6,FALSE,53
55b9a9b0fdf99b6906d2aba4,Tree,Tree,70-015.png,7,TRUE,70
55b9a9b0fdf99b6906d2aba4,Bird,Bird,71-010.png,7,TRUE,71
55b9a9b0fdf99b6906d2aba4,Bicycle,Bicycle,111-010.png,9,TRUE,111
55b9a9b0fdf99b6906d2aba4,Tree,Tree,110-009.png,9,TRUE,110
5685850c333cbd000d4e042f,Rabbit,Rabbit,97-012.png,8,TRUE,97
5685850c333cbd000d4e042f,Watch,Watch,71-015.png,7,TRUE,71
5685850c333cbd000d4e042f,Bicycle,Bicycle,74-014.png,7,TRUE,74
5685850c333cbd000d4e042f,Hat,Hat,112-014.png,9,TRUE,112
5685850c333cbd000d4e042f,Hat,Tree,55-005.png,6,FALSE,55
5685850c333cbd000d4e042f,Rabbit,Bicycle,10-010.png,4,FALSE,10
5685850c333cbd000d4e042f,Bicycle,Chair,13-010.png,4,FALSE,13
5685850c333cbd000d4e042f,Watch,Watch,111-015.png,9,TRUE,111
5685850c333cbd000d4e042f,Cup,Cup,97-008.png,8,TRUE,97
5685850c333cbd000d4e042f,Tree,Tree,97-016.png,8,TRUE,97
5685850c333cbd000d4e042f,Watch,Watch,97-010.png,8,TRUE,97
5685850c333cbd000d4e042f,Bird,Watch,13-009.png,4,FALSE,13
5685850c333cbd000d4e042f,Cup,Cat,11-014.png,4,FALSE,11
5685850c333cbd000d4e042f,Cat,Bird,55-012.png,6,FALSE,55
5685850c333cbd000d4e042f,Cat,Cat,12-011.png,4,TRUE,12
5685850c333cbd000d4e042f,Watch,Watch,30-016.png,5,TRUE,30
5685850c333cbd000d4e042f,Tree,Tree,111-008.png,9,TRUE,111
5685850c333cbd000d4e042f,Tree,Tree,31-015.png,5,TRUE,31
5685850c333cbd000d4e042f,Rabbit,Hat,30-014.png,5,FALSE,30
5685850c333cbd000d4e042f,Bird,Airplane,41-008.png,6,FALSE,41
5685850c333cbd000d4e042f,House,House,71-008.png,7,TRUE,71
5685850c333cbd000d4e042f,Chair,House,55-013.png,6,FALSE,55
5685850c333cbd000d4e042f,Tree,Rabbit,11-007.png,4,FALSE,11
5685850c333cbd000d4e042f,Airplane,Cat,33-005.png,5,FALSE,33
5685850c333cbd000d4e042f,Airplane,Airplane,81-014.png,8,TRUE,81
5685850c333cbd000d4e042f,Chair,Chair,98-008.png,8,TRUE,98
5685850c333cbd000d4e042f,Cat,Chair,31-009.png,5,FALSE,31
5685850c333cbd000d4e042f,House,Bird,31-013.png,5,FALSE,31
5685850c333cbd000d4e042f,Chair,Chair,72-015.png,7,TRUE,72
5685850c333cbd000d4e042f,House,House,98-005.png,8,TRUE,98
5685850c333cbd000d4e042f,Chair,Chair,31-010.png,5,TRUE,31
5685850c333cbd000d4e042f,Hat,Airplane,30-012.png,5,FALSE,30
5685850c333cbd000d4e042f,Cup,Cup,72-010.png,7,TRUE,72
5685850c333cbd000d4e042f,House,House,112-007.png,9,TRUE,112
5685850c333cbd000d4e042f,House,Car,10-009.png,4,FALSE,10
5685850c333cbd000d4e042f,Tree,Tree,71-014.png,7,TRUE,71
5685850c333cbd000d4e042f,House,House,54-015.png,6,TRUE,54
5685850c333cbd000d4e042f,Hat,Watch,98-012.png,8,FALSE,98
5685850c333cbd000d4e042f,Chair,Watch,11-013.png,4,FALSE,11
5685850c333cbd000d4e042f,Bicycle,Rabbit,33-006.png,5,FALSE,33
5685850c333cbd000d4e042f,Bicycle,Bicycle,42-009.png,6,TRUE,42
5685850c333cbd000d4e042f,Rabbit,Cat,71-005.png,7,FALSE,71
5685850c333cbd000d4e042f,Cup,Watch,55-015.png,6,FALSE,55
5685850c333cbd000d4e042f,Bird,Cat,32-012.png,5,FALSE,32
5685850c333cbd000d4e042f,Airplane,Car,114-011.png,9,FALSE,114
5685850c333cbd000d4e042f,Chair,Chair,112-008.png,9,TRUE,112
5685850c333cbd000d4e042f,Car,Car,41-010.png,6,TRUE,41
5685850c333cbd000d4e042f,Rabbit,Cat,111-011.png,9,FALSE,111
5685850c333cbd000d4e042f,Bicycle,Airplane,100-010.png,8,FALSE,100
5685850c333cbd000d4e042f,Tree,Tree,54-011.png,6,TRUE,54
5685850c333cbd000d4e042f,Bird,Bird,73-008.png,7,TRUE,73
5685850c333cbd000d4e042f,Watch,Watch,54-012.png,6,TRUE,54
5685850c333cbd000d4e042f,Hat,Chair,72-011.png,7,FALSE,72
5685850c333cbd000d4e042f,Car,Car,73-012.png,7,TRUE,73
5685850c333cbd000d4e042f,Cat,Bird,112-016.png,9,FALSE,112
5685850c333cbd000d4e042f,Cat,Cat,98-009.png,8,TRUE,98
5685850c333cbd000d4e042f,Bird,Bird,114-015.png,9,TRUE,114
5685850c333cbd000d4e042f,Car,Car,12-010.png,4,TRUE,12
5685850c333cbd000d4e042f,Hat,Watch,10-015.png,4,FALSE,10
5685850c333cbd000d4e042f,Bird,Bird,99-014.png,8,TRUE,99
5685850c333cbd000d4e042f,Cup,Car,31-011.png,5,FALSE,31
5685850c333cbd000d4e042f,Car,Car,100-012.png,8,TRUE,100
5685850c333cbd000d4e042f,Airplane,Watch,14-012.png,4,FALSE,14
5685850c333cbd000d4e042f,Car,Car,113-015.png,9,TRUE,113
5685850c333cbd000d4e042f,Car,Car,32-011.png,5,TRUE,32
5685850c333cbd000d4e042f,Watch,Watch,10-012.png,4,TRUE,10
5685850c333cbd000d4e042f,Cat,Cat,72-014.png,7,TRUE,72
5685850c333cbd000d4e042f,Airplane,Airplane,74-015.png,7,TRUE,74
5685850c333cbd000d4e042f,Bicycle,Bicycle,114-014.png,9,TRUE,114
5685850c333cbd000d4e042f,Airplane,Chair,42-016.png,6,FALSE,42
5685850c333cbd000d4e042f,Cup,Cup,112-009.png,9,TRUE,112
5685850c333cbd000d4e042f,Rabbit,Cat,54-016.png,6,FALSE,54
56b53292a9d33a000c8981a6,House,House,103-010.png,9,TRUE,103
56b53292a9d33a000c8981a6,Rabbit,Cat,103-008.png,9,FALSE,103
56b53292a9d33a000c8981a6,Bird,Bird,64-005.png,7,TRUE,64
56b53292a9d33a000c8981a6,Airplane,Car,57-014.png,6,FALSE,57
56b53292a9d33a000c8981a6,Tree,Tree,23-009.png,5,TRUE,23
56b53292a9d33a000c8981a6,Hat,Hat,103-009.png,9,TRUE,103
56b53292a9d33a000c8981a6,Bicycle,Bicycle,103-014.png,9,TRUE,103
56b53292a9d33a000c8981a6,Cup,Cup,64-011.png,7,TRUE,64
56b53292a9d33a000c8981a6,Cat,Rabbit,56-013.png,6,FALSE,56
56b53292a9d33a000c8981a6,House,House,89-015.png,8,TRUE,89
56b53292a9d33a000c8981a6,Tree,Tree,57-005.png,6,TRUE,57
56b53292a9d33a000c8981a6,Chair,Chair,89-007.png,8,TRUE,89
56b53292a9d33a000c8981a6,Car,Car,2-016.png,4,TRUE,2
56b53292a9d33a000c8981a6,Bicycle,Rabbit,23-016.png,5,FALSE,23
56b53292a9d33a000c8981a6,Cup,Cup,89-008.png,8,TRUE,89
56b53292a9d33a000c8981a6,Cup,Cup,57-010.png,6,TRUE,57
56b53292a9d33a000c8981a6,Hat,Chair,89-005.png,8,FALSE,89
56b53292a9d33a000c8981a6,Rabbit,Rabbit,57-016.png,6,TRUE,57
56b53292a9d33a000c8981a6,Airplane,Airplane,89-014.png,8,TRUE,89
56b53292a9d33a000c8981a6,Cat,Bird,64-006.png,7,FALSE,64
56b53292a9d33a000c8981a6,Airplane,Airplane,2-013.png,4,TRUE,2
56b53292a9d33a000c8981a6,Tree,Tree,64-010.png,7,TRUE,64
56b53292a9d33a000c8981a6,Chair,Chair,64-012.png,7,TRUE,64
56b53292a9d33a000c8981a6,Airplane,Airplane,64-016.png,7,TRUE,64
56b53292a9d33a000c8981a6,Cup,Cup,103-006.png,9,TRUE,103
56b53292a9d33a000c8981a6,Rabbit,Watch,2-010.png,4,FALSE,2
56b53292a9d33a000c8981a6,Cat,Cat,2-015.png,4,TRUE,2
56b53292a9d33a000c8981a6,Watch,Watch,57-006.png,6,TRUE,57
56b53292a9d33a000c8981a6,Chair,Chair,57-009.png,6,TRUE,57
56b53292a9d33a000c8981a6,Airplane,House,23-012.png,5,FALSE,23
56b53292a9d33a000c8981a6,Watch,Watch,64-009.png,7,TRUE,64
56b53292a9d33a000c8981a6,Bird,Bird,57-012.png,6,TRUE,57
56b53292a9d33a000c8981a6,Watch,Watch,89-009.png,8,TRUE,89
56b53292a9d33a000c8981a6,Watch,Watch,103-012.png,9,TRUE,103
56b53292a9d33a000c8981a6,Bicycle,Bicycle,57-011.png,6,TRUE,57
56b53292a9d33a000c8981a6,Chair,Chair,2-005.png,4,TRUE,2
56b53292a9d33a000c8981a6,Hat,Hat,57-007.png,6,TRUE,57
56b53292a9d33a000c8981a6,Hat,Hat,64-013.png,7,TRUE,64
56b53292a9d33a000c8981a6,Watch,Watch,2-011.png,4,TRUE,2
56b53292a9d33a000c8981a6,Tree,Tree,89-006.png,8,TRUE,89
56b53292a9d33a000c8981a6,Chair,Chair,103-013.png,9,TRUE,103
56b53292a9d33a000c8981a6,Bird,Hat,23-010.png,5,FALSE,23
56b53292a9d33a000c8981a6,Hat,Hat,2-006.png,4,TRUE,2
56b53292a9d33a000c8981a6,Rabbit,Bird,23-008.png,5,FALSE,23
56b53292a9d33a000c8981a6,House,House,64-008.png,7,TRUE,64
56b53292a9d33a000c8981a6,House,House,2-008.png,4,TRUE,2
56b53292a9d33a000c8981a6,House,House,57-015.png,6,TRUE,57
56b53292a9d33a000c8981a6,Bicycle,Car,2-012.png,4,FALSE,2
56b53292a9d33a000c8981a6,Bird,Bird,2-014.png,4,TRUE,2
56b53292a9d33a000c8981a6,Car,Car,57-013.png,6,TRUE,57
56b53292a9d33a000c8981a6,Hat,Hat,23-014.png,5,TRUE,23
56b53292a9d33a000c8981a6,Cat,Cat,89-010.png,8,TRUE,89
56b53292a9d33a000c8981a6,Airplane,Airplane,103-005.png,9,TRUE,103
56b53292a9d33a000c8981a6,Rabbit,Cat,89-016.png,8,FALSE,89
56b53292a9d33a000c8981a6,Cat,Cat,103-011.png,9,TRUE,103
56b53292a9d33a000c8981a6,Car,Airplane,23-011.png,5,FALSE,23
56b53292a9d33a000c8981a6,Cat,Chair,23-006.png,5,FALSE,23
56b53292a9d33a000c8981a6,Bicycle,Bicycle,89-011.png,8,TRUE,89
56b53292a9d33a000c8981a6,Car,Hat,64-014.png,7,FALSE,64
56b53292a9d33a000c8981a6,Car,Car,89-013.png,8,TRUE,89
56b53292a9d33a000c8981a6,Watch,Hat,23-007.png,5,FALSE,23
56b53292a9d33a000c8981a6,Rabbit,Bird,64-007.png,7,FALSE,64
56b53292a9d33a000c8981a6,House,House,23-015.png,5,TRUE,23
56b53292a9d33a000c8981a6,Chair,Chair,23-005.png,5,TRUE,23
56b53292a9d33a000c8981a6,Bird,Airplane,89-012.png,8,FALSE,89
56b53292a9d33a000c8981a6,Car,Car,103-016.png,9,TRUE,103
56b53292a9d33a000c8981a6,Bicycle,Bicycle,64-015.png,7,TRUE,64
56b53292a9d33a000c8981a6,Cup,Cup,23-013.png,5,TRUE,23
56b53292a9d33a000c8981a6,Cup,Cup,2-007.png,4,TRUE,2
56b53292a9d33a000c8981a6,Tree,Tree,2-009.png,4,TRUE,2
56b53292a9d33a000c8981a6,Tree,Tree,103-007.png,9,TRUE,103
56b53292a9d33a000c8981a6,Bird,Bird,103-015.png,9,TRUE,103
56e6a66af6ed900006a5867c,Car,Chair,8-006.png,4,FALSE,8
56e6a66af6ed900006a5867c,Bicycle,Bicycle,28-005.png,5,TRUE,28
56e6a66af6ed900006a5867c,Cat,Chair,8-007.png,4,FALSE,8
56e6a66af6ed900006a5867c,Cat,Cat,109-005.png,9,TRUE,109
56e6a66af6ed900006a5867c,Car,Car,96-013.png,8,TRUE,96
56e6a66af6ed900006a5867c,Hat,Chair,7-014.png,4,FALSE,7
56e6a66af6ed900006a5867c,Bird,Watch,28-016.png,5,FALSE,28
56e6a66af6ed900006a5867c,House,House,95-006.png,8,TRUE,95
56e6a66af6ed900006a5867c,Car,Car,28-007.png,5,TRUE,28
56e6a66af6ed900006a5867c,Cup,Cup,69-007.png,7,TRUE,69
56e6a66af6ed900006a5867c,Bird,Bird,69-015.png,7,TRUE,69
56e6a66af6ed900006a5867c,Rabbit,Chair,8-013.png,4,FALSE,8
56e6a66af6ed900006a5867c,Watch,Watch,52-013.png,6,TRUE,52
56e6a66af6ed900006a5867c,Tree,Tree,95-014.png,8,TRUE,95
56e6a66af6ed900006a5867c,Tree,Chair,8-014.png,4,FALSE,8
56e6a66af6ed900006a5867c,Cat,Cat,52-014.png,6,TRUE,52
56e6a66af6ed900006a5867c,House,House,28-012.png,5,TRUE,28
56e6a66af6ed900006a5867c,Chair,Chair,109-010.png,9,TRUE,109
56e6a66af6ed900006a5867c,Airplane,Airplane,70-008.png,7,TRUE,70
56e6a66af6ed900006a5867c,Hat,Hat,52-009.png,6,TRUE,52
56e6a66af6ed900006a5867c,Tree,Tree,28-015.png,5,TRUE,28
56e6a66af6ed900006a5867c,Cat,Cat,28-008.png,5,TRUE,28
56e6a66af6ed900006a5867c,Cup,Cup,95-013.png,8,TRUE,95
56e6a66af6ed900006a5867c,Tree,Tree,109-009.png,9,TRUE,109
56e6a66af6ed900006a5867c,Car,Car,52-006.png,6,TRUE,52
56e6a66af6ed900006a5867c,Bird,Watch,95-008.png,8,FALSE,95
56e6a66af6ed900006a5867c,Bicycle,Bicycle,69-014.png,7,TRUE,69
56e6a66af6ed900006a5867c,Rabbit,Cat,69-010.png,7,FALSE,69
56e6a66af6ed900006a5867c,Airplane,Car,95-009.png,8,FALSE,95
56e6a66af6ed900006a5867c,House,House,109-012.png,9,TRUE,109
56e6a66af6ed900006a5867c,Rabbit,Cat,95-016.png,8,FALSE,95
56e6a66af6ed900006a5867c,Cup,Cup,109-007.png,9,TRUE,109
56e6a66af6ed900006a5867c,Hat,Hat,109-011.png,9,TRUE,109
56e6a66af6ed900006a5867c,Rabbit,Cat,52-011.png,6,FALSE,52
56e6a66af6ed900006a5867c,Bicycle,Bicycle,109-016.png,9,TRUE,109
56e6a66af6ed900006a5867c,Chair,Chair,28-009.png,5,TRUE,28
56e6a66af6ed900006a5867c,House,House,69-009.png,7,TRUE,69
56e6a66af6ed900006a5867c,Bird,Bird,109-013.png,9,TRUE,109
56e6a66af6ed900006a5867c,Hat,Hat,69-008.png,7,TRUE,69
56e6a66af6ed900006a5867c,Hat,Cup,27-015.png,5,FALSE,27
56e6a66af6ed900006a5867c,Cat,Cat,69-005.png,7,TRUE,69
56e6a66af6ed900006a5867c,Watch,Watch,28-014.png,5,TRUE,28
56e6a66af6ed900006a5867c,Tree,Tree,69-011.png,7,TRUE,69
56e6a66af6ed900006a5867c,Car,Car,109-014.png,9,TRUE,109
56e6a66af6ed900006a5867c,Cat,Cat,95-011.png,8,TRUE,95
56e6a66af6ed900006a5867c,Chair,Chair,69-006.png,7,TRUE,69
56e6a66af6ed900006a5867c,Chair,Chair,95-012.png,8,TRUE,95
56e6a66af6ed900006a5867c,Bird,Chair,8-005.png,4,FALSE,8
56e6a66af6ed900006a5867c,Rabbit,Rabbit,28-013.png,5,TRUE,28
56e6a66af6ed900006a5867c,House,Cup,8-012.png,4,FALSE,8
56e6a66af6ed900006a5867c,Airplane,Watch,28-006.png,5,FALSE,28
56e6a66af6ed900006a5867c,Rabbit,Cat,109-008.png,9,FALSE,109
56e6a66af6ed900006a5867c,Tree,Tree,52-012.png,6,TRUE,52
56e6a66af6ed900006a5867c,Watch,Cat,8-009.png,4,FALSE,8
56e6a66af6ed900006a5867c,Chair,Chair,52-016.png,6,TRUE,52
56e6a66af6ed900006a5867c,Bicycle,Bicycle,52-005.png,6,TRUE,52
56e6a66af6ed900006a5867c,Airplane,Car,109-015.png,9,FALSE,109
56e6a66af6ed900006a5867c,Watch,Watch,109-006.png,9,TRUE,109
56e6a66af6ed900006a5867c,Cup,Chair,8-010.png,4,FALSE,8
56e6a66af6ed900006a5867c,Bicycle,Chair,8-016.png,4,FALSE,8
56e6a66af6ed900006a5867c,Car,Car,69-016.png,7,TRUE,69
