Run,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1,685c6e192190343154f32b58,67e85a8becc5f7048616c4be,RETURNED,Not Applicable,2025-06-25T21:49:37Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1005,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e1af9438b9132e97344,685466040d51757036ff2326,RETURNED,Not Applicable,2025-06-25T21:46:08Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,160,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e1b2df32c0ec217c678,684e1c51ab1f87b1eb8f22b0,RETURNED,Not Applicable,2025-06-25T21:46:07Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e1dbf7265dc555e79d4,6846272b1cdc1d14c8e5dead,RETURNED,Not Applicable,2025-06-25T21:46:22Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,135,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e25ffcabd299ebfdf6e,56cc78e3ccc0e20006b82a7d,RETURNED,Not Applicable,2025-06-25T21:49:12Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,8814,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2640fe409a291e1d41,65df8a1a9fed254084fa7763,RETURNED,Not Applicable,2025-06-25T21:56:14Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,2403,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2686a8b406de47e96f,67d5eb76e92d5d35968ef211,APPROVED,Not Applicable,2025-06-25T21:46:31Z,2025-06-25T22:08:27Z,2025-06-25T22:08:31Z,2025-06-25T22:08:28Z,1316,C13GQ4M8,978,English,45,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
1,685c6e28ecc20bf1f3ccb901,68591427f9bbbc04df22b3fa,RETURNED,Not Applicable,2025-06-25T21:46:16Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,75,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e290f633edb9e5f21a7,68389f6c86995506e1f88e59,RETURNED,Not Applicable,2025-06-25T21:46:24Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,250,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2970d19e19a52e4234,5b26da1934ffd00001b45d8d,RETURNED,Not Applicable,2025-06-25T21:46:17Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,6977,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e2a6d7585f98e4794c4,5f91a6bf59acc003a749718a,RETURNED,Not Applicable,2025-06-25T21:46:38Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,3397,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
