Run,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1,6889a983d7e7a100277f3cfe,67294473dbb580a0ca93f60f,APPROVED,Not Applicable,2025-07-30T05:11:31.841000Z,2025-07-30T05:48:10.497000Z,2025-07-30T05:48:12.107000Z,2025-07-30T05:48:10.933016Z,2199,C18GSJ0Y,1408,"English, Spanish, Italian, Hindi",40,Female,White,United States,United States,United States,English,No,Full-Time
1,6889b21a6ea84965d1468995,67ef2daa61fea4816e6e8793,APPROVED,Not Applicable,2025-07-30T05:48:10.698000Z,2025-07-30T06:01:36.788000Z,2025-07-30T06:01:39.588000Z,2025-07-30T06:01:37.266528Z,807,C18GSJ0Y,245,"English, Korean, Portuguese",49,Male,White,United States,United States,United States,English,No,Full-Time
1,6889b54043a77b9f2d4a92cd,67f2ecf2ef369d872787cfb8,APPROVED,Not Applicable,2025-07-30T06:01:36.802000Z,2025-07-30T06:19:23.300000Z,2025-07-30T06:19:23.919000Z,2025-07-30T06:19:23.777146Z,1067,C18GSJ0Y,278,"English, Spanish",25,Male,Other,United States,United States,United States,English,Yes,Full-Time
1,6889b96b5f4e98fa14946b46,67e1eeefc9703e2ae5e5c0b0,APPROVED,Not Applicable,2025-07-30T06:19:23.664000Z,2025-07-30T06:28:49.208000Z,2025-07-30T06:28:51.900000Z,2025-07-30T06:28:49.675203Z,566,C18GSJ0Y,254,English,36,Male,White,United States,United States,United States,English,No,Full-Time
1,6889bba1a5500293bca4b81e,63e5b3e89a3823139cb9d35e,APPROVED,Not Applicable,2025-07-30T06:28:49.437000Z,2025-07-30T06:40:02.172000Z,2025-07-30T06:40:04.700000Z,2025-07-30T06:40:02.622494Z,673,C18GSJ0Y,1786,English,34,Male,White,United States,United States,United States,English,No,Full-Time
1,6889be42bc9659a7f6819a7e,6100372e3a116cb5cb36ebea,APPROVED,Not Applicable,2025-07-30T06:40:02.435000Z,2025-07-30T06:48:14.934000Z,2025-07-30T06:48:17.678000Z,2025-07-30T06:48:15.420530Z,493,C18GSJ0Y,2217,English,80,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,6889c02f063863804dd1a52d,650ba6f4f5af6b9824bc5a5a,APPROVED,Not Applicable,2025-07-30T06:48:15.308000Z,2025-07-30T06:55:22.690000Z,2025-07-30T06:55:25.468000Z,2025-07-30T06:55:23.197039Z,428,C18GSJ0Y,1493,English,48,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,6889c1db5772b9f83772e704,650ee274aa4447ac435b7830,APPROVED,Not Applicable,2025-07-30T06:55:23.265000Z,2025-07-30T07:10:10.546000Z,2025-07-30T07:10:11.189000Z,2025-07-30T07:10:11.082044Z,888,C18GSJ0Y,4287,English,24,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
1,6889c5597ce8e11bc2420726,5d350282cec7150015d16494,APPROVED,Not Applicable,2025-07-30T07:11:00.395000Z,2025-07-30T07:15:43.969000Z,2025-07-31T04:34:18.470000Z,2025-07-30T07:15:44.422985Z,284,C18GSJ0Y,2083,English,40,Male,White,United States,United States,United States,English,No,Full-Time
1,6889c6acdbb418d4c9bd6d29,66ff640a56541edb84433523,APPROVED,Not Applicable,2025-07-30T07:16:04.825000Z,2025-07-30T07:24:12.580000Z,2025-07-30T07:24:15.872000Z,2025-07-30T07:24:13.055745Z,488,C18GSJ0Y,112,English,42,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,6889c8a08f0a691ae230127f,631c8e97db06f601f81bd82f,APPROVED,Not Applicable,2025-07-30T07:24:19.203000Z,2025-07-30T07:31:28.340000Z,2025-07-30T07:31:31.774000Z,2025-07-30T07:31:28.806438Z,430,C18GSJ0Y,11185,"English, Arabic",28,Male,White,United States,United States,United States,English,No,Full-Time
1,6889ca53b12f1a7f7f2e8fa8,67d0c73d781bc022a088d11f,APPROVED,Not Applicable,2025-07-30T07:31:44.056000Z,2025-07-30T07:45:15.343000Z,2025-07-30T07:45:17.993000Z,2025-07-30T07:45:15.905307Z,812,C18GSJ0Y,1569,English,45,Female,Black,United States,United States,United States,English,No,Full-Time
1,6889cd8cf705510fc9c69141,67dc27ebfaac943439d5e0b1,APPROVED,Not Applicable,2025-07-30T07:45:16.791000Z,2025-07-30T08:22:31.234000Z,2025-07-30T08:22:33.326000Z,2025-07-30T08:22:31.666299Z,2235,C18GSJ0Y,886,English,62,Female,Black,South Africa,United States,United States,English,No,Full-Time
1,6889d64e1afed15cd4ee6e3c,67837959a1ccc1627479fb36,APPROVED,Not Applicable,2025-07-30T08:22:41.734000Z,2025-07-30T08:30:16.707000Z,2025-07-30T08:30:17.260000Z,2025-07-30T08:30:17.150058Z,455,C18GSJ0Y,1198,"Albanian, English, Spanish",19,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,6889d81f3b00ab16c44a7126,67f2cc226edbc1557a94e6ca,APPROVED,Not Applicable,2025-07-30T08:30:32.377000Z,2025-07-30T08:48:30.342000Z,2025-07-30T08:48:31.939000Z,2025-07-30T08:48:30.830920Z,1078,C18GSJ0Y,1399,"English, French, Spanish",32,Female,White,United States,United States,United States,English,No,Part-Time
1,6889dc68693a7dfd9cb59da3,5b87dd09019cf60001a115b3,APPROVED,Not Applicable,2025-07-30T08:51:56.707000Z,2025-07-30T09:02:42.045000Z,2025-07-30T09:02:44.087000Z,2025-07-30T09:02:42.456320Z,646,C18GSJ0Y,5059,English,30,Male,White,United States,United States,United States,English,Yes,Full-Time
1,6889dfb388840cb500d020e9,67d8337ef002686f1e7871f1,RETURNED,Not Applicable,2025-07-30T09:02:43.077000Z,,,2025-08-06T22:48:24.386479Z,,,183,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,6889e0620552a354a121a8fc,67178054a368314e6afa5ed4,APPROVED,Not Applicable,2025-07-30T09:05:42.796000Z,2025-07-30T09:10:51.419000Z,2025-07-30T09:10:55.870000Z,2025-07-30T09:10:52.158974Z,309,C18GSJ0Y,2395,English,38,Male,White,United States,United States,United States,English,No,Full-Time
1,6889e1a5bbf3e79babf5a91e,56e967b74c71f00005d78743,APPROVED,Not Applicable,2025-07-30T09:11:07.148000Z,2025-07-30T09:18:43.104000Z,2025-07-30T09:18:43.617000Z,2025-07-30T09:18:43.536300Z,456,C18GSJ0Y,791,English,45,Female,White,United States,United States,United States,English,Yes,Full-Time
1,6889e377dbdf319ae166b583,66a7a55b09c40fcb076a1ffb,APPROVED,Not Applicable,2025-07-30T09:21:32.551000Z,2025-07-30T09:30:16.464000Z,2025-07-30T09:30:18.111000Z,2025-07-30T09:30:16.970626Z,524,C18GSJ0Y,555,English,26,Male,White,United States,United States,United States,English,No,Full-Time
1,6889e63300b29bb26b5ba7a5,673e5a3412198a5e62837745,APPROVED,Not Applicable,2025-07-30T09:32:08.764000Z,2025-07-30T09:39:36.354000Z,2025-07-30T09:39:38.714000Z,2025-07-30T09:39:36.848131Z,448,C18GSJ0Y,1064,English,33,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,6889e85943d123217003bbaa,66f08a7ef32da0b8eca514a0,RETURNED,Not Applicable,2025-07-30T09:39:45.252000Z,,,2025-08-06T22:48:24.385753Z,,,2066,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,6889efeead2788738a977797,67cb68dd16c001bfb9316992,APPROVED,Not Applicable,2025-07-30T10:11:58.785000Z,2025-07-30T10:27:23.724000Z,2025-07-30T10:27:24.235000Z,2025-07-30T10:27:24.141073Z,925,C18GSJ0Y,798,English,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
1,6889f38f3619d8fa7846efae,67e559f700736140ccbf207b,APPROVED,Not Applicable,2025-07-30T10:28:50.793000Z,2025-07-30T10:41:43.477000Z,2025-07-30T10:41:45.466000Z,2025-07-30T10:41:43.957262Z,773,C18GSJ0Y,397,English,37,DATA_EXPIRED,DATA_EXPIRED,United States,United States,United States,English,No,Full-Time
1,6889f6ee5eb5ee3a8fae1038,67f8607be129189cd9ea4c0a,APPROVED,Not Applicable,2025-07-30T10:42:10.792000Z,2025-07-30T11:02:13.791000Z,2025-07-30T11:02:15.435000Z,2025-07-30T11:02:14.365229Z,1203,C18GSJ0Y,675,English,29,Male,White,United States,United States,United States,English,No,Full-Time
1,6889fbbe07a1ac48948811be,67f67d04686f4f467e3a6c76,APPROVED,Not Applicable,2025-07-30T11:02:30.589000Z,2025-07-30T11:10:06.579000Z,2025-07-30T11:10:07.092000Z,2025-07-30T11:10:07.001832Z,456,C18GSJ0Y,867,"English, French, Spanish",51,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
1,6889fd8f5617e72aaa6336c8,66df1a0ecaeaa481c05c1060,APPROVED,Not Applicable,2025-07-30T11:10:07.556000Z,2025-07-30T11:23:19.796000Z,2025-07-30T11:23:20.618000Z,2025-07-30T11:23:20.242753Z,793,C18GSJ0Y,1695,English,35,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
1,688a00af13420cb156f2407d,67f224dfcaaa213111714560,APPROVED,Not Applicable,2025-07-30T11:23:31.866000Z,2025-07-30T11:29:43.132000Z,2025-07-30T11:29:44.582000Z,2025-07-30T11:29:43.660132Z,372,C18GSJ0Y,1659,English,33,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,688a022b1c7b59d25d394fd5,677f08ec6e5c69e32cf8e4a2,APPROVED,Not Applicable,2025-07-30T11:30:06.619000Z,2025-07-30T11:35:21.826000Z,2025-07-30T11:35:23.287000Z,2025-07-30T11:35:22.302530Z,316,C18GSJ0Y,1336,English,60,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1,688a037a5ea80e806d1220f1,680bf9db627b9fac31d2efdc,APPROVED,Not Applicable,2025-07-30T11:35:22.374000Z,2025-07-30T12:06:04.879000Z,2025-07-30T12:06:05.508000Z,2025-07-30T12:06:05.383891Z,1843,C18GSJ0Y,611,English,70,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
1,688a0ab3f4d553b7608f6c5f,5e532bad158f1d33b3473072,RETURNED,Not Applicable,2025-07-30T12:06:15.621000Z,,,2025-08-06T22:48:24.385298Z,,,5109,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,688a0b33bd6861402146d466,6737e90a9048106a0d79777a,APPROVED,Not Applicable,2025-07-30T12:08:29.049000Z,2025-07-30T12:28:45.714000Z,2025-07-30T12:28:55.393000Z,2025-07-30T12:28:46.171225Z,1217,C18GSJ0Y,1929,English,25,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,688a10033fa9e7e4730ffc5f,5a5bff49acc75b00017a6009,APPROVED,Not Applicable,2025-07-30T12:29:18.444000Z,2025-07-30T12:49:49.361000Z,2025-07-30T12:49:49.870000Z,2025-07-30T12:49:49.930023Z,1231,C18GSJ0Y,1569,"English, Spanish",39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,688a14f2d14c722e8986bb15,675a2864cf3d9d870639c42b,APPROVED,Not Applicable,2025-07-30T12:50:03.157000Z,2025-07-30T12:57:58.745000Z,2025-07-30T12:58:03.370000Z,2025-07-30T12:57:59.579460Z,476,C18GSJ0Y,1719,English,25,Male,White,United States,United States,United States,English,No,Full-Time
1,688a16ded4ea1ecad36ac758,66ae5ea80e7d6cb1df435da0,APPROVED,Not Applicable,2025-07-30T12:58:11.345000Z,2025-07-30T13:25:25.021000Z,2025-07-30T13:25:26.057000Z,2025-07-30T13:25:25.467855Z,1634,C18GSJ0Y,1191,"French, English, German",49,Male,White,United States,United States,United States,English,No,Full-Time
